name,Country,Home Location Type,Reading Score Before Help,Reading Score After Help,School Satisfaction Before Help,School Satisfaction After Help
Nicholas Carrillo,Denmark,Town,57.42,64.34,3,3.18176170978479
Ms. Cynthia French PhD,NZ,Town,45.75,47.05,3,3.34270453219863
Paula Campos,USA,Town,90.55,97.3,3,2.96640671547367
Monica Myers,USA,City,90.38,100.0,2,2.42300889797254
Eric Williams,South Korea,Town,62.7,62.97,1,1.29020064534563
Christopher Bass,Denmark,City,62.65,82.61,3,3.84986290311153
Valerie Phillips,Denmark,Rural,40.0,47.09,4,5.0
Susan Logan,Denmark,City,40.0,45.15,4,4.97085150012839
Cynthia Wilson,NZ,City,55.61,69.76,2,2.40132212488132
Curtis Perez,Denmark,Rural,40.0,43.61,3,3.18084827651915
Lisa Diaz,USA,Rural,74.79,98.82,2,2.45740893102565
Kelly Everett,USA,Town,82.96,100.0,1,1.24279192897955
Christina Gallagher,South Korea,City,77.46,100.0,4,5.0
Thomas Fields,NZ,City,62.63,74.17,2,2.21694161063091
Timothy Walters,USA,Rural,73.82,79.17,4,5.0
Deborah Rogers,South Korea,Town,43.29,45.22,3,3.43977391683931
Stephanie Palmer,South Korea,City,65.81,76.48,3,3.67641236010893
Michelle Mcdonald,USA,City,40.0,46.29,2,2.56994435938392
Robert Turner,NZ,City,40.0,40.87,1,1.25019589661088
Heather Foster,USA,City,40.0,45.53,3,3.75962734963172
Matthew Villanueva,USA,City,97.82,100.0,1,1.07014370208089
Cameron Garrett,USA,City,86.06,100.0,1,1.2814684851898
Cole Cox,USA,Town,40.0,49.2,2,2.12023316810852
John Jones,USA,City,71.38,90.57,2,2.16138458359566
Devin Coleman,NZ,City,40.0,46.47,4,5.0
David Hawkins,NZ,Rural,61.65,74.17,2,2.39438206502258
Peter Nicholson,Denmark,Town,75.76,91.92,3,4.30226803814655
Kim Johnson,South Korea,City,71.08,70.93,2,2.41490560564032
Jordan Myers,USA,Town,60.12,68.76,3,3.4163910159211
Amanda Smith,USA,City,97.3,95.4,2,2.45674447898492
Robert Roberts,USA,Rural,92.69,100.0,3,3.90264202343182
Brian Fitzpatrick DDS,South Korea,City,50.91,63.9,3,3.31972619311911
Rhonda Herrera,South Korea,City,40.51,53.03,4,5.0
Shelly Dean,USA,Rural,64.74,90.89,1,1.0854699930744
Daniel Smith MD,South Korea,City,50.16,63.82,3,3.25190774780648
Joseph Lee,USA,Town,78.05,87.66,2,2.47430341267026
Jerry Anderson,NZ,Town,53.01,56.45,4,4.27517627454809
Elizabeth Martinez,NZ,Town,62.72,74.14,4,4.38286269202246
Nathan Smith,NZ,Town,40.0,47.06,1,1.20215525763223
Patricia Ellison,USA,City,70.35,87.22,3,3.77371810347044
Keith Jordan,South Korea,Town,71.56,91.97,2,2.518489618448
Cynthia Keller,Denmark,Town,54.88,57.55,4,4.5592380080741
Amanda Warner,USA,City,52.01,66.17,3,3.41605044497411
Mike Abbott,NZ,Town,51.38,50.9,3,3.40805284396006
Jeffrey Bryant,USA,City,51.68,62.1,4,5.0
Devin Martin,South Korea,Town,40.42,43.96,2,2.71557557161632
Alicia Bryan,USA,City,100.0,100.0,2,2.51347815796327
Bernard Campbell,USA,Town,75.75,85.67,5,5.0
Crystal Keller,USA,Town,53.39,66.6,3,3.78013383912168
William Tran,South Korea,City,80.41,81.42,5,5.0
Laura Graham,South Korea,Town,74.3,83.73,3,3.92731229523275
Evan Henry,USA,City,77.87,91.7,4,4.27851173763275
Scott Jones,USA,City,72.36,82.5,2,2.33443096760102
Christian Lee,USA,City,70.16,74.9,5,5.0
Chelsea Patterson,USA,Town,79.15,100.0,4,4.32131553855701
Russell Evans,USA,Town,40.0,47.67,4,4.99652554043324
Sarah Park,USA,Rural,40.0,49.23,3,4.18897736619812
Cole Watkins,South Korea,Town,49.11,57.99,3,3.55691888491905
Brendan Rodriguez,USA,City,79.01,95.4,4,4.39212818760347
Gabriel Stephens,USA,Rural,56.17,75.31,4,4.69901322875022
Thomas Cohen,Denmark,City,78.54,92.71,4,4.78985041615979
Cynthia Collins,NZ,City,72.7,85.93,4,5.0
Jennifer Macias,USA,Rural,72.15,75.06,2,2.16563347882149
Jeff Taylor,USA,Town,57.05,63.01,3,3.96170699503108
Heidi Medina,USA,Rural,40.55,55.75,3,3.16873210901425
John Carter,Denmark,Town,69.03,85.78,3,3.11346132712923
Carlos Garrett,Denmark,Rural,58.45,56.23,3,3.79782370997202
Kevin Trevino,USA,City,40.0,46.19,5,5.0
Allen Jordan,Denmark,Town,64.48,85.88,4,4.37228803298748
Katrina Meza,NZ,Town,61.13,73.51,3,3.05109255281694
Eddie Watkins,South Korea,City,55.05,66.65,3,3.58281787271213
Frederick Chapman,South Korea,City,60.86,65.86,4,3.90688100235412
Lisa Hunt,NZ,Town,41.66,42.96,3,3.20769838554
Robert Andrews,NZ,City,92.54,100.0,5,5.0
Justin Mckay,NZ,Rural,43.57,56.12,3,3.87614356490839
Veronica Taylor,NZ,Town,100.0,100.0,3,3.3086465959694
Ryan Oneal,USA,City,93.79,100.0,4,5.0
Michele Davis,South Korea,Rural,85.81,100.0,3,3.97230519791086
James Bradshaw,USA,Town,71.3,95.38,3,3.78093376520551
Anthony Park,USA,Rural,51.5,65.17,4,4.24381430653703
Regina Yoder,USA,Town,72.56,91.75,4,4.72553401241644
Dennis Richards,South Korea,Rural,57.49,66.06,4,4.27581932611894
Paula Martinez,USA,City,74.57,97.55,3,3.05266112315864
Sarah Jones,South Korea,City,65.81,76.1,3,3.48378743148487
Thomas Miller,South Korea,City,68.09,77.69,2,2.50166507090707
Rodney Evans,Denmark,Rural,73.96,85.1,2,2.35538926279661
Randy Mason,Denmark,Rural,40.0,41.82,1,1.07096218970221
Scott Valencia,USA,Town,100.0,100.0,4,4.14775112457038
Joshua Manning,NZ,Rural,69.35,75.96,4,5.0
Richard Hansen,NZ,Rural,79.34,91.12,3,3.83334756300021
Matthew Torres,Denmark,City,85.63,100.0,3,4.02610366453396
Steven Smith,USA,City,62.67,81.73,3,4.41704387303897
Marc Lang,USA,City,86.56,100.0,4,4.62509915909711
Thomas Smith,USA,City,85.85,100.0,3,3.54817929090135
Rhonda Smith,USA,City,40.0,53.62,4,4.70353574833446
Todd Walker,Denmark,Town,82.86,81.39,4,4.44761426748933
Ryan Jordan,USA,City,85.23,100.0,1,1.18020644858892
Megan Logan,NZ,City,80.71,100.0,2,2.47522140583624
Margaret Murphy,USA,Town,61.85,73.53,1,1.10047200440759
David Madden MD,Denmark,City,52.84,63.3,2,2.27418164817653
Carolyn Kirby,USA,Rural,82.88,100.0,3,4.50874246526062
Derek Ruiz,USA,City,66.79,78.88,4,4.17002364667305
Dustin Jones,Denmark,Town,55.83,68.25,3,4.12904107842943
Aaron Robbins,NZ,Rural,44.33,58.05,5,5.0
Wesley Barron,NZ,Rural,59.64,52.59,4,5.0
Alejandra Smith,USA,City,81.25,85.24,4,5.0
Brian Gibson,Denmark,Rural,56.81,69.61,4,5.0
Rita Warren,South Korea,City,55.81,57.87,2,2.26967483302134
Regina Nunez,USA,City,57.59,69.57,3,3.96250441804412
Sara Levine,USA,Town,58.46,70.27,4,4.1595962274715
Mrs. Jennifer Garza,USA,Rural,79.84,92.16,4,5.0
Andrea Rogers,USA,Town,40.0,36.54,1,1.30346955637503
Ryan Johnson,NZ,Town,61.04,62.32,2,2.43542315289756
Maria Johnson,USA,Town,68.21,64.94,2,1.95160846987842
Melissa Klein,NZ,City,48.31,58.99,5,5.0
Dr. Alan Green II,NZ,Town,51.34,55.69,4,5.0
Sandra Anderson,South Korea,Rural,72.1,97.88,4,4.44460362061666
Rhonda Smith,NZ,Rural,98.52,96.33,1,1.19041203158625
Kimberly Johnson,USA,City,54.34,53.3,3,3.36953278897003
Charles Kim,NZ,City,83.42,100.0,1,1.11048567009788
Nathan Smith,USA,City,70.2,98.74,2,2.48558790923988
Dr. April Park,Denmark,Rural,52.62,60.49,4,4.12722709799344
Joel Gonzalez MD,South Korea,Town,94.42,100.0,3,3.1981098158893
Tiffany Castillo,USA,City,57.38,72.52,4,4.31954823730485
Tabitha Williams MD,Denmark,Town,57.28,69.06,4,4.78840618331597
Maxwell Todd,USA,Town,89.35,100.0,2,2.15813211663195
Travis Lee,USA,Town,42.73,54.87,3,3.12787702587203
Courtney Smith,NZ,Town,52.09,70.42,4,4.72060919131772
Jessica Howell,USA,Town,40.0,44.04,4,4.37933567524064
Hailey Lewis,USA,City,67.69,78.25,4,4.79096199788787
Erin Salazar,USA,City,88.11,100.0,3,4.30733936998705
Melissa Black,NZ,Rural,48.64,47.31,5,5.0
Yolanda Miller,South Korea,City,51.63,64.46,2,2.93730020072356
Jeffrey Parker,South Korea,City,40.0,47.34,2,2.57682255390018
Andrea Williams,South Korea,City,73.39,92.47,4,3.93536327141849
Andrea Martinez,USA,Town,68.56,87.93,4,5.0
Regina Acosta,Denmark,Town,40.0,47.53,1,1.0
Benjamin Garrett,USA,Rural,40.0,48.35,3,3.40365050719845
Matthew Long,Denmark,Town,100.0,100.0,4,4.30291434243303
Anthony Yates,USA,Rural,53.67,64.97,4,5.0
Robert Fitzgerald,NZ,Rural,61.8,71.5,4,4.44587697166556
Jonathan Lee,USA,Rural,40.0,45.21,3,3.40282905258461
Tina Strickland,USA,Rural,42.9,50.76,3,3.15210073470615
David Joyce,NZ,Rural,58.49,68.78,3,3.70911413931489
Gregory Leblanc,South Korea,Town,40.0,55.6,1,1.37860891069703
Adam Murphy,USA,City,66.51,74.78,2,2.73216562984995
Joshua Gregory,South Korea,Town,49.28,59.95,3,3.22151003979869
Deborah Brown,USA,City,41.13,49.68,3,3.6470541384523
Stephanie Fischer,NZ,City,63.39,75.6,3,3.40565887117426
Sharon Cunningham,USA,Town,77.47,90.03,2,2.70455423468399
Michael Wilson,USA,Rural,76.9,97.68,4,4.15383704346566
Michelle Haney,South Korea,Rural,74.6,84.49,3,3.12738540779871
Elizabeth Juarez,South Korea,City,61.11,81.98,2,2.35589123538489
Linda Leblanc,South Korea,City,95.41,100.0,4,5.0
Kristen Barber,South Korea,City,100.0,100.0,5,5.0
Darrell Gibbs,USA,City,64.78,72.73,4,5.0
David Smith,USA,City,48.53,68.96,4,3.8655177003856
Laura Maldonado,USA,City,87.27,100.0,3,3.46576077196824
David Mcneil,USA,Rural,40.51,51.83,4,5.0
Daniel Morales,NZ,Rural,62.94,73.54,2,2.40253491029065
Christine Hudson,Denmark,Town,40.37,54.8,3,3.4636856568006
Jennifer Delgado,NZ,City,52.56,58.42,3,3.08862199637275
Gregory Taylor,NZ,Town,85.14,100.0,4,5.0
Michael Burch,USA,Rural,66.43,75.88,3,3.44360574350233
Christopher Sanchez,South Korea,Town,53.6,60.29,2,2.30886231288974
Anthony Bowers,South Korea,City,57.59,73.97,4,4.91778934636635
Melissa Wheeler,Denmark,City,82.51,86.64,5,5.0
Teresa Serrano,NZ,Rural,77.29,76.49,4,4.84643303786407
Brian Martinez,South Korea,Rural,58.99,71.54,1,1.1400522290803
Taylor Chen,USA,City,40.0,43.01,3,3.87836258259322
Michael Bowen,USA,City,57.44,72.03,2,2.21139462651827
Deanna Armstrong,NZ,City,64.65,74.26,2,2.49466405261912
Sharon Smith,South Korea,City,43.51,57.48,4,5.0
Heather Snow MD,South Korea,City,58.07,67.07,2,2.20128672860923
Melissa Jones,Denmark,City,40.0,49.91,4,4.63687257119042
Katherine Poole,NZ,Rural,60.8,85.7,3,3.29051979119151
Donna Jordan,NZ,City,59.96,78.09,4,5.0
David Gutierrez,South Korea,City,64.27,76.86,4,4.65112813313973
Erik Doyle,NZ,Town,86.83,100.0,5,5.0
Scott Holland,Denmark,Rural,72.42,83.77,4,4.73675957037711
James Craig,USA,City,40.0,43.47,2,2.59852764100015
Richard Rodriguez,South Korea,City,55.56,62.75,4,5.0
Eric Harrington,Denmark,Rural,57.7,64.06,4,4.20794268135383
Kaitlyn Rivera,South Korea,City,66.64,85.53,3,3.87078128813809
Nicole Johnson,USA,City,44.36,55.43,3,4.12209617813838
Robert Ross,South Korea,City,53.32,65.99,2,2.12535964294942
Leslie Murphy,South Korea,City,40.0,43.65,2,2.07204147658311
Jerry Wise,USA,Rural,84.45,100.0,3,3.56545488506105
Dawn Sutton,NZ,Town,40.0,40.08,4,4.90780808628557
Cassandra Murphy,Denmark,Town,40.0,50.48,3,3.74405946687282
Madison Travis,NZ,City,66.88,81.88,3,3.73011649056247
Stephanie Smith,USA,City,76.87,67.44,3,3.34819024830408
Jason Knight,USA,Town,62.82,82.8,4,4.98849260101723
Amy Grant,USA,City,40.0,44.04,5,5.0
Jennifer Yu MD,USA,City,50.56,53.5,3,3.8483096440759
John Bennett,NZ,Town,78.46,71.2,3,3.54835899529471
Lisa Hogan,Denmark,City,40.0,50.43,2,2.48402325704253
Marie Jones,USA,Town,58.73,87.5,3,3.6979765497863
Eugene Spencer,USA,City,50.24,56.14,4,4.40194391838609
Ashley Duran,USA,Town,50.01,61.19,4,5.0
Kyle Simmons,South Korea,City,52.62,60.4,2,2.36238943952481
Whitney Delacruz,USA,Town,76.6,73.17,3,3.40392464349648
Susan Pearson,USA,Town,59.12,70.85,4,5.0
Scott Zimmerman,USA,City,42.52,48.91,4,5.0
Lance Hall,Denmark,Town,58.35,69.0,4,4.85968373756686
Rita Dennis,South Korea,City,62.08,81.14,3,2.89343100871891
Stephanie Chapman,NZ,Rural,57.63,67.96,3,3.61767842116558
Craig Jimenez,USA,City,70.81,75.64,5,5.0
Sally Whitehead DVM,Denmark,City,49.63,53.62,1,1.12767853950811
Jerry Cameron,NZ,Rural,73.39,91.12,5,5.0
Victoria Washington,USA,City,51.36,62.55,3,3.12013058789002
Meghan Johnson,NZ,Rural,40.0,40.74,2,2.4659083999184
Stephanie Simmons,USA,Rural,46.16,57.39,2,2.38820983995407
John Mahoney,USA,City,76.57,90.98,4,3.87450472412375
Cynthia Castro,NZ,Town,53.25,73.65,3,3.20476661769067
Andrew Richardson,USA,Town,52.53,72.75,2,2.69686598913135
Peter Floyd,South Korea,Town,55.36,63.44,1,1.24733167440187
Laurie Manning,USA,City,52.85,68.14,2,2.70765944191848
Nancy Camacho,Denmark,City,60.17,67.92,1,1.23300751220733
Gina Galvan,South Korea,City,40.0,55.67,3,4.02486431468817
Ashley Miller,NZ,Town,100.0,100.0,4,4.79660500254147
Victoria Warner,NZ,City,40.0,52.75,2,2.13113148009561
Tina Smith,USA,Town,53.74,66.31,4,5.0
Jessica Tran,USA,City,93.55,88.71,4,4.96877922729378
Christopher Larson,NZ,City,45.18,54.44,3,3.7687993867218
Rachael Lewis,South Korea,City,47.59,57.55,3,3.80378476945603
Dr. Michael Howe II,USA,City,93.44,98.53,3,3.76548716665674
Carla Noble,USA,Town,91.19,100.0,2,2.16805576146914
Ashley Hunter,South Korea,City,46.71,54.36,5,5.0
George Parker MD,USA,City,54.95,64.66,2,2.35642171296495
Louis Craig,South Korea,City,90.39,100.0,3,3.76521827549624
Sherri Flores,USA,City,73.67,88.87,3,3.30252276854602
Bonnie Sullivan,Denmark,Rural,56.88,68.63,4,5.0
Christian Morris,NZ,City,40.0,42.52,3,3.47859110150489
John Vega,USA,City,45.3,44.2,4,5.0
Jonathan Middleton,USA,Town,58.0,63.8,5,5.0
Amanda Hart,South Korea,Town,50.22,55.31,2,2.7214892109255
Mary Gordon,USA,City,51.99,66.22,3,3.54577669642314
Hunter Hubbard,NZ,City,86.26,100.0,3,3.54458699432014
Shane Parsons,South Korea,Town,65.7,77.34,4,5.0
Heidi Leon,Denmark,Rural,88.81,100.0,2,2.34061295512176
David Dudley,South Korea,City,57.11,62.78,4,4.0701094230251
Ryan Fisher,USA,Town,91.88,100.0,2,2.69829171921407
Susan Martinez,USA,Town,82.39,77.21,5,5.0
Jonathan Alexander,USA,City,84.82,100.0,3,3.23253236765379
Taylor Webb,South Korea,Town,51.67,62.52,3,3.2987849325891
Alison Hudson,Denmark,City,69.02,83.44,4,4.52393540059268
Maria Phillips,South Korea,City,79.34,92.14,4,4.43061802521384
Terry Davis,NZ,Town,50.92,67.5,4,4.63716409313583
James Cruz,USA,City,80.7,92.79,3,4.01066214948564
Stephanie Manning,South Korea,Rural,58.64,65.32,2,2.58953488790972
Christopher Gutierrez,Denmark,City,56.01,71.56,5,4.01581775143872
Luke Thomas,South Korea,City,80.39,100.0,3,3.93848189462936
Chad Brown,NZ,Town,40.0,40.84,5,5.0
Amanda Torres,USA,City,69.77,74.39,3,3.81251259144434
Travis Moore,USA,Town,58.41,65.79,3,4.14387026816626
Angela Marsh,Denmark,Town,45.49,60.14,4,4.88335219780149
Shannon Payne,Denmark,City,40.0,44.83,3,3.18920026125898
Anthony Lewis,NZ,City,64.31,67.64,2,2.69576660807802
Robert Russo,South Korea,City,74.75,94.63,4,4.76462892910509
Angela Powell,USA,Rural,57.26,57.7,3,3.58159157868578
James Peters,NZ,Rural,87.95,98.86,3,3.47242575037261
Adam Thompson,USA,Rural,95.55,99.57,5,5.0
Rodney Harvey,USA,City,54.24,78.77,4,3.88238268660166
Kenneth Fischer,USA,City,75.05,88.59,3,3.1726395023235
Jennifer Bradford MD,USA,City,100.0,100.0,3,3.67707737855308
Amy Smith,NZ,Rural,59.39,73.14,1,1.33382010125133
Michele Brown MD,USA,City,74.28,81.03,4,4.78320355179063
Kevin Miranda,NZ,City,40.0,44.64,1,1.17108695157709
Dwayne Smith,USA,Town,72.17,82.53,4,4.73918978752017
Megan Harris,NZ,Town,85.52,88.6,1,1.36544218798469
Garrett Parker,South Korea,City,83.14,100.0,3,4.60018149080294
Jennifer Combs,South Korea,Rural,69.7,85.75,4,4.43259645008687
Colton Wallace,USA,City,42.51,64.32,2,2.1658990320552
Andrew West,USA,City,66.78,87.82,5,5.0
Madison Aguirre,South Korea,Rural,59.75,59.81,2,2.74969890240058
Eric Bryant,South Korea,Town,91.59,100.0,1,1.24934798898682
Bonnie Goodwin,Denmark,Rural,64.76,91.03,2,2.19175900633931
Michael Williams,USA,Town,55.5,77.17,3,3.92557046237951
Samantha Curtis,USA,City,57.34,67.2,2,2.15010895079062
Jason Landry,USA,City,71.95,89.44,3,3.56747013379214
Deborah Murillo,USA,City,91.12,100.0,3,3.82243815824965
Daniel Phillips,USA,Town,65.48,83.31,3,3.85011985602224
Anne Hall,NZ,Rural,54.64,71.38,3,4.02716537010645
Isaac Martinez,Denmark,City,60.17,78.24,5,5.0
Adam Wagner,NZ,Rural,85.48,100.0,2,2.65602038115308
Mr. James Bell,USA,City,49.52,54.2,2,2.40933082155708
Jacqueline Gomez,NZ,Town,48.48,63.51,2,2.02593889006394
Robert George,USA,Town,71.28,72.9,5,5.0
Jocelyn Whitehead,South Korea,City,60.23,71.59,5,5.0
Shane Ross,USA,Rural,64.06,81.99,3,3.65883849903036
Dr. Suzanne Camacho,USA,Town,63.81,67.75,5,5.0
Stephanie Cox,USA,Town,59.44,71.66,4,5.0
John Thompson,South Korea,Rural,40.0,49.33,5,5.0
Christina Randall,USA,City,40.82,48.29,3,3.7498058696062
John Hicks,USA,City,40.0,49.95,3,3.83710567537808
Steven Ferrell,South Korea,City,79.62,94.8,2,2.49038371415884
Mario Hunt,NZ,Rural,68.71,77.11,4,5.0
Andre Harris,South Korea,City,82.07,100.0,1,1.04420613454594
Michael Johnson,USA,Town,71.72,80.87,3,3.72613045853357
Rodney Young,USA,Town,99.01,100.0,4,4.53786887204414
Tiffany Freeman,NZ,Rural,91.59,100.0,3,3.34613146667828
Morgan Johnson,USA,Rural,72.81,100.0,3,3.49285675853604
Andrew White,USA,City,66.68,74.39,2,2.4306798517089
Michelle Howell,USA,Town,60.39,73.72,4,4.9040356758733
James Washington,USA,City,46.74,55.15,3,3.72359683980088
Shawn Powell,USA,Rural,81.74,100.0,3,3.53066859130316
Tammy Rodriguez,USA,Rural,91.52,100.0,4,5.0
Jessica Oneill,South Korea,City,52.0,62.32,3,3.69915767288126
Ellen Peters,USA,City,91.27,100.0,4,4.81948891729584
Jeremy Clark,USA,City,56.76,63.79,4,4.2897043637583
Lisa Price,Denmark,Rural,100.0,100.0,4,4.77135285381802
Bruce Gardner,Denmark,City,47.37,51.55,2,2.64077777313735
Philip White,USA,Rural,81.7,100.0,3,3.85097915131633
Steven Brewer,USA,Rural,85.36,100.0,3,3.78563177925324
Kimberly Waller,South Korea,City,56.01,69.39,4,4.24923916074522
Michael Shaw,Denmark,Town,69.07,86.76,4,4.07365808236234
James Merritt,USA,Town,100.0,100.0,4,5.0
Nicholas Rodriguez,USA,Town,84.84,100.0,4,4.98606593690535
Ryan Harvey,Denmark,Rural,66.92,88.9,4,4.39273698371294
Bradley Daniels,NZ,City,40.0,48.84,4,3.83019275891213
Elizabeth Simpson,USA,Rural,71.7,73.31,3,3.60366678250916
Brandon Hughes,USA,City,82.05,100.0,4,5.0
Lisa Cruz DVM,USA,City,59.03,69.5,4,4.92843584678538
Mario Porter,USA,Rural,55.51,71.36,2,2.65910684397954
Pam Stokes,USA,Town,60.67,67.62,3,3.29225867531245
Steven Schultz,South Korea,City,40.33,48.15,1,1.22269086104135
James Mueller,USA,Town,100.0,100.0,1,1.30669873573247
Amber Johnson,USA,Town,84.33,100.0,4,4.20481492448015
Sharon Miller,USA,Town,40.0,41.18,1,1.40869012510404
Samuel Moody,NZ,Town,100.0,100.0,3,3.97548197579373
Amanda Johnson,South Korea,City,58.94,80.84,1,1.23544676762786
Allison Smith,USA,City,92.31,100.0,2,2.30352620376074
Samuel Mcintyre,Denmark,Town,52.53,67.13,1,1.30706708780842
Barry Cowan,USA,City,40.0,44.98,3,3.8823362103106
Natalie Olson,USA,City,82.42,95.98,2,2.6419449993051
Paul King,South Korea,City,77.65,85.3,4,5.0
Jamie Lin,USA,City,44.38,54.95,1,1.08540264658283
Jasmine Finley,USA,Rural,75.34,83.89,2,1.85970599981665
Jenna Smith,USA,City,41.66,49.47,2,2.33292775840551
Robert Downs,NZ,Rural,49.72,52.2,2,2.08191857818078
Randy Cooley,NZ,Town,57.74,73.17,3,3.77075582076595
John Harmon,South Korea,City,68.96,93.06,3,4.26808780378837
Kendra Lucas,USA,City,94.65,100.0,3,3.54811843200736
Angela Norris,USA,Town,44.19,50.6,5,5.0
Alison Gilbert,Denmark,Rural,59.33,64.81,3,3.73909071946054
Lori Hicks,USA,City,40.0,47.7,3,3.05537587705765
Michael Munoz,USA,Town,46.3,69.4,4,5.0
Justin Fisher,USA,Rural,40.0,51.34,3,3.6808043455188
Tyler Adams,South Korea,City,85.04,91.31,3,3.27726198022985
Lori Campos,Denmark,Town,78.79,92.53,2,2.19454477727373
Ashley Morgan,USA,Town,40.0,43.88,1,1.35856328392864
Stacy Hernandez,Denmark,City,56.98,72.63,2,2.35357201329393
Courtney Acosta,NZ,Rural,47.39,49.52,3,3.63851260980685
John Jimenez,South Korea,Town,59.44,71.51,5,5.0
Jamie Smith,USA,City,51.64,58.74,4,4.25441630343692
Jane Cummings,USA,City,43.52,52.99,4,4.53114490899897
Roger Bishop,Denmark,Rural,48.55,52.15,4,4.94661593068485
Holly Lawson,USA,City,90.58,100.0,3,3.72246872155606
Bryan Russell,USA,City,51.19,62.1,4,4.65800940170871
Nathan West,NZ,Town,66.88,96.36,3,3.95475979072022
William Garcia,South Korea,Town,60.2,74.56,3,2.86153155542047
Matthew Bentley,South Korea,Rural,86.07,100.0,1,1.14478170468619
Jennifer Rodriguez,USA,Town,47.8,56.34,2,1.92875519446595
Jacob Smith,South Korea,City,60.96,73.84,2,2.53501951567914
Stephanie Lewis,Denmark,City,50.72,59.0,3,3.13346953958954
Thomas Morgan,Denmark,Rural,92.98,100.0,2,2.66907505426976
Laura Burns,Denmark,Town,59.49,76.39,2,2.78173836923678
David Bruce,Denmark,City,40.0,49.22,3,3.10602492969453
Sheila Bennett,Denmark,Rural,40.0,45.8,1,1.11330995799229
Sheena Morrison,South Korea,City,80.35,79.36,4,5.0
Andrew Rogers,USA,City,45.18,52.72,3,3.10491985572882
Kendra Adams,USA,City,59.35,71.34,3,3.29805517968846
Alison Clarke,USA,Rural,93.6,100.0,5,5.0
John Grant,Denmark,City,73.53,87.99,3,3.53304897339634
Alex Duran,Denmark,Rural,55.45,75.33,2,2.64226291625031
Nicholas Wheeler,NZ,City,56.66,58.32,3,3.62244502948681
Michael Johnson,USA,City,54.64,59.9,4,4.65427888343851
Tyler Calhoun,USA,City,73.59,81.89,1,1.20950230044042
Gregory Flores,Denmark,Town,40.0,35.25,3,3.2739157004322
Catherine Weaver,South Korea,Town,93.79,100.0,4,4.68242219676696
James Kline,South Korea,City,49.37,70.01,3,3.98409367799973
Jessica Francis,South Korea,City,62.3,67.17,3,3.67002841751454
Dr. Luke Mckinney,USA,City,61.98,77.83,4,4.35493922578533
Erin Waller,USA,City,75.48,75.32,4,4.72502527355964
Karina Miller,USA,City,40.0,43.16,3,3.30841493314247
Wesley Cowan,South Korea,City,86.72,97.76,3,4.17605576162017
Kayla Blackburn,USA,City,55.59,60.43,3,4.2709464630042
Anna Clarke,Denmark,Rural,62.97,78.22,5,5.0
Donna Brown,USA,Rural,69.84,93.95,3,4.06216281746448
Denise Wilson,South Korea,City,57.65,59.32,3,3.04664571023742
Brett King,USA,City,55.11,63.52,3,3.90256899810528
Adam Lucas,USA,Town,82.75,97.55,4,5.0
Keith Fisher,Denmark,City,50.07,69.79,2,2.00419739084588
Samantha Vaughn,USA,City,74.27,86.2,2,2.1972584976821
Timothy Rowe,Denmark,Town,40.0,50.27,3,3.56805834029502
Kimberly Thomas,NZ,City,64.41,72.33,5,5.0
James Patrick,South Korea,Rural,44.17,44.68,3,3.08505101474515
Ellen Buckley,USA,Town,69.87,70.2,4,4.40966312768864
Danielle Taylor,NZ,City,77.67,100.0,3,3.37792632042748
Austin Nelson,USA,Town,73.37,83.99,3,4.1710088440951
Susan Weaver,South Korea,City,57.13,55.59,4,3.90305365470144
Laura Williams,South Korea,City,46.74,57.93,3,4.03167539958829
